,category,scientific_name,common_names,conservation_status
4724,Vascular Plant,Brickellia californica,"California Brickellbush, Jepson's Brickellbush",
1797,Vascular Plant,Hypericum punctatum,"Common St. John's-Wort, Dotted St. John's-Wort",
3993,Vascular Plant,Euphorbia esula,"Leafy Spurge, Spurge, Wolf's Milk, Wolf's-Milk",
1208,Vascular Plant,Lonicera canadensis,"American Fly-Honeysuckle, Canadian Honeysuckle",
1922,Vascular Plant,Oxalis stricta,"Upright Yellow Wood-Sorrel, Yellow Wood-Sorrel",
4652,Vascular Plant,Yabea microcarpa,"False Carrot, False Hedge-Parsley, Falsecarrot",
4022,Vascular Plant,Viola arvensis,"European Field Pansy, Field Violet, Wild Pansy",
1290,Vascular Plant,Polemonium reptans,"Greek Valerian, Greek Valerian, Jacob's Ladder",
1914,Vascular Plant,Ophioglossum vulgatum,"Southern Adderstongue, Southern Adder's-Tongue",
3596,Vascular Plant,Phacelia hastata var. hastata,"Silverleaf Phacelia, Silver-Leaf Scorpion-Weed",
3411,Vascular Plant,Arnica parryi,"Nodding Arnica, Parry's Arnica, Sonne's Arnica",
1803,Vascular Plant,Passiflora incarnata,"Passion-Flower, May-Pop, Purple Passion-Flower",
1869,Vascular Plant,Hibiscus syriacus,"Rose-Of-Sharon, Rose-Of-Sharon, Shrubby Althea",
5291,Vascular Plant,Mimulus mephiticus,"Foul Odor Monkeyflower, Foul-Odor Monkeyflower",
4056,Vascular Plant,Ophioglossum pusillum,"Northern Adderstongue, Northern Adder's-Tongue",
4262,Vascular Plant,Poa annua,"Annual Blue Grass, Annual Bluegrass, Walkgrass",
5193,Vascular Plant,Alnus incana ssp. tenuifolia,"Mountain Alder, Speckled Alder, Thinleaf Alder",
916,Vascular Plant,Senecio obovatus,"Round-Leaf Groundsel, Spatulate-Leaved Ragwort",
3643,Vascular Plant,Lepidium campestre,"Cream-Anther Field Pepperwort, Field Pepperweed",
4616,Vascular Plant,Alisma plantago-aquatica,"American Waterplantain, European Water Plantain",
1081,Vascular Plant,Cerastium glomeratum,"Mouse-Ear Chickweed, Sticky Mouse-Ear Chickweed",
3564,Vascular Plant,Wyethia amplexicaulis,"Mule-Ears, Mule's Ear Wyethia, Mulesear Wyethia",
4997,Vascular Plant,Calandrinia ciliata,"Desert Rockpurslane, Fringed Redmaids, Redmaids",
5264,Vascular Plant,Castilleja lemmonii,"Lemmon's Indian Paintbrush, Lemmon's Paintbrush",
660,Vascular Plant,Convallaria majalis,"European Lily-Of-The-Valley, Lily-Of-The-Valley",
1079,Vascular Plant,Cerastium brachypetalum,"Short-Petal Chickweed, Short-Petalled Chickweed",
719,Vascular Plant,Spiranthes cernua,"Nodding Ladies'-Tresses, Nodding Lady's Tresses",
1046,Vascular Plant,Draba ramosissima,"Branched Whitlow Grass, Branching Whitlow Grass",
4074,Vascular Plant,Carex buxbaumii,"Brown Bog Sedge, Buxbaum Sedge, Buxbaum's Sedge",
2469,Vascular Plant,Amelanchier laevis,"Allegheny Serviceberry, Allegheny Service-Berry",
4208,Vascular Plant,Catabrosa aquatica,"Brookgrass, Water Whorl Grass, Water Whorlgrass",
4352,Vascular Plant,Cannabis sativa,"Grass, Hashish, Hemp, Marijuana, Mary Jane, Pot",
1342,Vascular Plant,Desmodium rotundifolium,"Prostrate Tick-Treefoil, Prostrate Tick-Trefoil",
1771,Vascular Plant,Acalypha virginica,"Virginia Copperleaf, Virginia Threeseed Mercury",
5571,Vascular Plant,Bromus sterilis,"Barren Bromegrass, Poverty Brome, Sterile Brome",
5695,Vascular Plant,Ranunculus flammula,"Greater Creeping Spearwort, Spearwort Buttercup",
4637,Vascular Plant,Osmorhiza brachypoda,"California Sweetcicely, California Sweet-Cicely",
378,Reptile,Nerodia erythrogaster flavigaster,"Yellowbelly Water Snake, Yellowbelly Watersnake",
4358,Vascular Plant,Amelanchier alnifolia var. alnifolia,"Saskatoon Serviceberry, Saskatoon Service-Berry",
2342,Vascular Plant,Asplenium resiliens,"Black-Stem Spleenwort, Black-Stemmed Spleenwort",
5075,Vascular Plant,Arctostaphylos viscida ssp. viscida,"Sticky Whiteleaf Manzanita, Whiteleaf Manzanita",
4366,Vascular Plant,Geum triflorum,"Old Man's Whiskers, Prairie Smoke, Prairiesmoke",
2464,Vascular Plant,Agrimonia parviflora,"Small-Flower Groovebur, Small-Flowered Agrimony",
3900,Vascular Plant,Agastache urticifolia,"Horsemint Giant Hyssop, Nettleleaf Giant Hyssop",
3324,Vascular Plant,Angelica arguta,"Angelica, Lyall's Angelica, Sharptooth Angelica",
724,Vascular Plant,Spiranthes vernalis,"Early Lady's Tresses, Grassleaf Ladies'-Tresses",
4375,Vascular Plant,Potentilla diversifolia var. diversifolia,"Mountain-Meadow Cinquefoil, Varileaf Cinquefoil",
2028,Vascular Plant,Carex platyphylla,"Broad-Leaved Sedge, Glaucous Broad-Leaved Sedge",
1276,Vascular Plant,Vaccinium pallidum,"Early Lowbush Blueberry, Pale Lowbush Blueberry",
4094,Vascular Plant,Carex leporinella,"Hare Sedge, Sierra Hare Sedge, Sierrahare Sedge",
3918,Vascular Plant,Castilleja cusickii,"Cusick's Indian Paintbrush, Cusick's Paintbrush",
807,Vascular Plant,Eupatorium hyssopifolium,"Hyssopleaf Thoroughwort, Narrow-Leaved Snakeroot",
5308,Vascular Plant,Collinsia torreyi var. torreyi,"Torrey's Blue Eyed Mary, Torrey's Blue-Eyed Mary",
3466,Vascular Plant,Erigeron strigosus,"Daisy Fleabane, Prairie Fleabane, Rough Fleabane",
2085,Vascular Plant,Kyllinga brevifolioides,"Pasture Flatsedge, Short-Foliaged Umbrella-Sedge",
1354,Vascular Plant,Lespedeza capitata,"Round-Head Bush-Clover, Round-Headed Bush Clover",
3321,Vascular Plant,Zannichellia palustris,"Horned Pondweed, Horned Poolmat, Horned-Pondweed",
2271,Vascular Plant,Panicum rigidulum var. elongatum,"Stalked-Fruit Panic Grass, Tall Flat Panic-Grass",
4118,Vascular Plant,Carex raynoldsii,"Raynolds Sedge, Raynold's Sedge, Raynolds' Sedge",
2443,Vascular Plant,Thalictrum coriaceum,"Leatherleaf Meadowrue, Stalked-Fruited Meadowrue",
4301,Vascular Plant,Cheilanthes feei,"Fee's Lipfern, Slender Lip Fern, Slender Lipfern",
2310,Vascular Plant,Sorghastrum elliottii,"Long-Bristled Indian-Grass, Smaller Indian Grass",
1524,Vascular Plant,Geranium columbinum,"Long-Stalk Crane's-Bill, Long-Stalked Cranesbill",
4980,Vascular Plant,Pseudostellaria jamesiana,"Sticky Starwort, Sticky-Starwort, Tuber Starwort",
1262,Vascular Plant,Rhododendron minus,"Carolina Rhododendron, Small-Leaved Rhododendron",
3551,Vascular Plant,Taraxacum officinale,"Blowball, Common Dandelion, Dandelion, Faceclock",
1296,Vascular Plant,Lysimachia hybrida,"Intermediate Loosestrife, Lance-Leaf Loosestrife",
5086,Vascular Plant,Rhododendron occidentale,"California Azalea, Sonoma Azalea, Western Azalea",
4951,Vascular Plant,Streptanthus diversifolius,"Variableleaf Jewelflower, Variedleaf Twistflower",
1166,Vascular Plant,Cornus alternifolia,"Alternate-Leaf Dogwood, Alternate-Leaved Dogwood",
5078,Vascular Plant,Kalmia polifolia,"Bog Kalmia, Bog Laurel, Box Laurel, Swamp Laurel",
3381,Vascular Plant,Agoseris aurantiaca,"Orange Agoseris, Orange-Flowered False-Dandelion",
3898,Vascular Plant,Isoetes echinospora,"IsoTe _ Spores _Pineuses, Spiny-Spore Quillwort",
4173,Vascular Plant,Achnatherum richardsonii,"Richardson Needlegrass, Richardson's Needlegrass",
3942,Vascular Plant,Mimulus suksdorfii,"Miniature Monkey-Flower, Suksdorf's Monkeyflower",
4728,Vascular Plant,Centaurea cyanus,"Bachelor's Button, Cornflower, Garden Cornflower",
3290,Vascular Plant,Alisma triviale,"Northern Water Plantain, Northern Water-Plantain",
2409,Vascular Plant,Anemone lancifolia,"Lance-Leaved Wood Anemone, Mountain Thimble-Weed",
3761,Vascular Plant,Rumex paucifolius,"Alpine Sheep Sorrel, Fewleaved Dock, Meadow Dock",
99,Bird,Elanoides forficatus,"American Swallow-Tailed Kite, Swallow-Tailed Kite",Species of Concern
812,Vascular Plant,Eupatorium rotundifolium,"Round-Leaf Thorough-Wort, Round-Leaved Snake-Root",
5028,Vascular Plant,Eriogonum umbellatum var. furcosum,"Sulphurflower Buckwheat, Sulphur-Flower Buckwheat",
623,Vascular Plant,Sanicula trifoliata,"Large-Fruited Sanicle, Trifoliate Black Snakeroot",
408,Reptile,Sternotherus minor peltifer,"Stripeneck Musk Turtle, Stripe-Necked Musk Turtle",
3547,Vascular Plant,Tanacetum vulgare,"Common Tansy, Garden Tansy, Golden-Buttons, Tansy",
5655,Vascular Plant,Adiantum jordanii,"California Maidenhair, California Maidenhair Fern",
3745,Vascular Plant,Eriogonum umbellatum var. dichrocephalum,"Sulphurflower Buckwheat, Sulphur-Flower Buckwheat",
4892,Vascular Plant,Phacelia egena,"Kaweah River Phacelia, Kaweah River Scorpion-Weed",
4308,Vascular Plant,Woodsia scopulina,"Rocky Mountain Cliff Fern, Rocky Mountain Woodsia",
4081,Vascular Plant,Carex disperma,"Softleaf Sedge, Soft-Leaf Sedge, Softleaved Sedge",
3757,Vascular Plant,Polygonum viviparum,"Alpine Bistort, Serpent-Grass, Viviparous Bistort",
5504,Vascular Plant,Cyperus esculentus,"Chufa Flatsedge, Yellow Nutgrass, Yellow Nutsedge",
4789,Vascular Plant,Heterotheca villosa var. villosa,"Hairy False Goldenaster, Hairy False Golden-Aster",
3387,Vascular Plant,Ambrosia psilostachya,"Cuman Ragweed, Perennial Ragweed, Western Ragweed",
634,Vascular Plant,Zizia trifoliata,"Meadow Alexanders, Three-Leaved Golden Alexanders",Species of Concern
1666,Vascular Plant,Penstemon digitalis,"Foxglove Beardtongue, Large-Flowered Beard Tongue",
452,Amphibian,Plethodon cinereus,"Eastern Red-Backed Salamander, Redback Salamander",
685,Vascular Plant,Sisyrinchium atlanticum,"Atlantic Blue-Eyed Grass, Eastern Blue-Eyed-Grass",
5390,Vascular Plant,Malva parviflora,"Cheeseweed, Cheeseweed Mallow, Small-Whorl Mallow",
2201,Vascular Plant,Dichanthelium longiligulatum,"Coastal-Plain Witchgrass, Long-Ligule Panic Grass",
4439,Vascular Plant,Selaginella densa var. scopulorum,"Rocky Mountain Clubmoss, Rocky Mountain Spikemoss",
3438,Vascular Plant,Cirsium undulatum,"Gray Thistle, Wavyleaf Thistle, Wavy-Leaf Thistle",
2437,Vascular Plant,Ranunculus parviflorus,"Small-Flower Butter-Cup, Small-Flowered Buttercup",
1152,Vascular Plant,Parnassia asarifolia,"Grass-Of-Parnassus, Kidneyleaf Grass-Of-Parnassus",
3046,Mammal,Lepus townsendii,"White-Tailed Jack Rabbit, White-Tailed Jackrabbit",
2427,Vascular Plant,Ranunculus abortivus,"Kidney-Leaved Buttercup, Small-Flowered Buttercup",
3013,Mammal,Oreamnos americanus,"Mountain Goat, Mountain Goat, Rocky Mountain Goat",
2371,Vascular Plant,Vittaria appalachiana,"Appalachian Shoestring Fern, Appalachian Vittaria",
3,Mammal,Ovis aries,"Domestic Sheep, Mouflon, Red Sheep, Sheep (Feral)",
1297,Vascular Plant,Lysimachia lanceolata,"Lance-Leaf Loosestrife, Narrow-Leaved Loosestrife",
5236,Vascular Plant,Monardella glauca,"Blue Monardella, Gray Monardella, Pale Monardella",
5107,Vascular Plant,Ipomopsis aggregata ssp. formosissima,"Scarlet Gilia, Scarlet Skyrocket, Skyrocket Gilia",
4329,Vascular Plant,Ranunculus acris var. acris,"Meadow Buttercup, Showy Buttercup, Tall Buttercup",
4411,Vascular Plant,Ribes cereum var. pedicellare,"Squaw Currant, Whisky Currant, White Squaw Currant",
5266,Vascular Plant,Castilleja minor ssp. spiralis,"Annual Indian Paintbrush, Lesser Indian Paintbrush",
1123,Vascular Plant,Polygonum cilinode,"Fringed Black Bindweed, Fringed Climbing Buckwheat",
1592,Vascular Plant,Pycnanthemum tenuifolium,"Narrow-Leaved Mountain-Mint, Slender Mountain-Mint",
5209,Vascular Plant,Vinca major,"Bigleaf Periwinkle, Greater Periwinkle, Periwinkle",
811,Vascular Plant,Eupatorium purpureum,"Sweet Joe-Pye Weed, Sweet Or Woodland Joe-Pye-Weed",
4804,Vascular Plant,Leucanthemum vulgare,"Oxeye Daisy, Ox-Eye Daisy, Oxeyedaisy, Oxeye-Daisy",
711,Vascular Plant,Platanthera clavellata,"Green Woodland Orchid, Small Green Woodland Orchis",
3629,Vascular Plant,Draba nemorosa,"Woodland Draba, Woodland Whitlowgrass, Woods Draba",
3299,Vascular Plant,Najas flexilis,"Nodding Waternymph, Slender Naiad, Wavy Waternymph",Species of Concern
5640,Vascular Plant,Vulpia bromoides,"Brome Fescue, Brome Six-Weeks Grass, Desert Fescue",
2092,Vascular Plant,Schoenoplectus tabernaemontani,"Great Bulrush, Softstem Bulrush, Soft-Stem Bulrush",
5153,Vascular Plant,Lotus oblongifolius var. oblongifolius,"Streambank Bird's-Foot Trefoil, Streambank Trefoil",
3678,Vascular Plant,Bassia hyssopifolia,"Fivehook Bassia, Fivehorn Smotherweed, Smotherweed",
5551,Vascular Plant,Achnatherum occidentale ssp. pubescens,"Elmer's Needlegrass, Pubescent Western Needlegrass",
4325,Vascular Plant,Delphinium glaucum,"Mountain Larkspur, Sierra Larkspur, Tower Larkspur",
4190,Vascular Plant,Apera interrupta,"Dense Silkybent, Dense Silky-Bent, Silky Bentgrass",
3369,Vascular Plant,Goodyera oblongifolia,"Rattlesnake Plantain, Western Rattlesnake Plantain",
5734,Vascular Plant,Potentilla flabellifolia,"High Mountain Cinquefoil, Mount Rainier Cinquefoil",
5009,Vascular Plant,Montia linearis,"Narrowleaf Indianlettuce, Narrowleaf Minerslettuce",
1232,Vascular Plant,Impatiens capensis,"Orange Jewelweed, Touch-Me-Not, Spotted Jewel-Weed",
3924,Vascular Plant,Castilleja rhexiifolia,"Rhexialeaf Paintbrush, Splitleaf Indian Paintbrush",
3475,Vascular Plant,Gaillardia aristata,"Common Gaillardia, Gaillardia, Great Blanket-Flower",
1838,Vascular Plant,Viola hastata,"Halberd-Leaved Violet, Halberd-Leaved Yellow Violet",
3756,Vascular Plant,Polygonum minimum,"Broadleaf Knotweed, Dwarf Knotweed, Zigzag Knotweed",
739,Vascular Plant,Antennaria plantaginifolia,"Plantain-Leaf Pussytoes, Plantain-Leaved Pussy Toes",
4174,Vascular Plant,Achnatherum X bloomeri,"Achnatherum, Bloomer Ricegrass, Bloomer's Ricegrass",
3760,Vascular Plant,Rumex crispus,"Curly Dock, Narrowleaf Dock, Sour Dock, Yellow Dock",
4201,Vascular Plant,Bromus japonicus,"Japanese Brome, Japanese Bromegrass, Japanese Chess",
1945,Vascular Plant,Hexastylis shuttleworthii,"Large-Flowered Heartleaf, Spotted Little Brown Jugs",
3859,Vascular Plant,Oxytropis borealis var. viscida,"Sticky Crazyweed, Sticky Pointloco, Viscid Locoweed",
4351,Vascular Plant,Trautvetteria caroliniensis,"Carolina Bugbane, Carolina Tassel-Rue, Falsebugbane",
4254,Vascular Plant,Oryzopsis asperifolia,"Roughleaf Ricegrass, White-Grain Mountain-Rice Gras",
5761,Vascular Plant,Urtica dioica ssp. holosericea,"Hoary Stinging Nettle, Slim Nettle, Stinging Nettle",
3563,Vascular Plant,Tragopogon porrifolius,"Common Salsify, Goatsbeard, Purple Salsify, Salsify",
2365,Vascular Plant,Adiantum pedatum,"Northern Maiden-Hair Fern, Northern Maidenhair-Fern",
3990,Vascular Plant,Chamaesyce glyptosperma,"Ribseed Sandmat, Rib-Seed Sandmat, Ridgeseed Spurge",
1042,Vascular Plant,Cardamine pensylvanica,"Pennsylvania Bittercress, Pennsylvania Bitter-Cress",
3732,Vascular Plant,Lewisia pygmaea,"Alpine Bitterroot, Alpine Lewisia, Pigmy Bitterroot",
3407,Vascular Plant,Arnica fulgens,"Foothill Arnica, Orange Arnica, Shining Leopardbane",
5563,Vascular Plant,Bromus catharticus,"Rescue Brome, Rescue Grass, Rescuegras, Rescuegrass",
3670,Vascular Plant,Amaranthus blitoides,"Mat Amaranth, Prostrate Amaranth, Prostrate Pigweed",
5812,Vascular Plant,Cuscuta californica var. breviflora,"California Dodder, Chaparral Dodder, Western Dodder",
441,Amphibian,Eurycea bislineata,"Northern Two-Lined Salamander, Two-Lined Salamander",
4224,Vascular Plant,Festuca arundinacea,"Alta Fescue, Coarse Fescue, Reed Fescue, Tall Fescue",
4043,Vascular Plant,Epilobium saximontanum,"Rocky Mountain Willowherb, Rocky Mountain Willowweed",
5008,Vascular Plant,Montia fontana,"Annual Water Minerslettuce, Fountain Miner's Lettuce",
5051,Vascular Plant,Cornus sericea ssp. sericea,"Redosier Dogwood, Siberian Dogwood, Tatarian Dogwood",
4268,Vascular Plant,Poa leptocoma,"Bog Bluegrass, Bog Bluegrass, Marsh, Marsh Bluegrass",
662,Vascular Plant,Convallaria montana,"American Lily-Of-The-Valley, Wild Lily-Of-The-Valley",
4193,Vascular Plant,Avena fatua,"Flaxgrass, Oatgrass, Wheat Oats, Wild Oat, Wild Oats",
5285,Vascular Plant,Mimulus filicaulis,"Hetch Hetchy Monkey-Flower, Slenderstem Monkeyflower",Species of Concern
876,Vascular Plant,Liatris aspera,"Rough Gayfeather, Tall Blazing Star, Tall Gayfeather",
5580,Vascular Plant,Digitaria ischaemum,"Small Crabgrass, Smooth Crab Grass, Smooth Crabgrass",
1271,Vascular Plant,Vaccinium erythrocarpum,"Mountain Cranberry-Bush, Southern Mountain Cranberry",
3495,Vascular Plant,Madia glomerata,"Cluster Tarweed, Mountain Tarplant, Mountain Tarweed",
5295,Vascular Plant,Mimulus primuloides,"Primrose Monkeyflower, Yellow Creeping Monkey-Flower",
5815,Vascular Plant,Datura wrightii,"Sacred Datura, Sacred Thornapple, Sacred Thorn-Apple",
3586,Vascular Plant,Lithospermum ruderale,"Western Gromwell, Western Stoneseed, White Stoneseed",
5410,Vascular Plant,Clarkia rhomboidea,"Broadleaf Clarkia, Diamond Clarkia, Diamond Fairyfan",
4755,Vascular Plant,Erigeron compactus,"Cushion Daisy, Fernleaf Fleabane, Fern-Leaf Fleabane",
1770,Vascular Plant,Acalypha rhomboidea,"Common Threeseed Mercury, Virginia Threeseed Mercury",
4307,Vascular Plant,Woodsia oregana,"Oregon Cliff Fern, Oregon Woodsia, Western Cliff Fern",
3634,Vascular Plant,Draba reptans,"Carolina Draba, Carolina Whitlowgrass, Creeping Draba",
3295,Vascular Plant,Lemna valdiviana,"Pale Duckweed, Valdivia Duckweed, Valdivia's Duckweed",
3297,Vascular Plant,Elodea canadensis,"Broad Waterweed, Canada Waterweed, Canadian Waterweed",
4376,Vascular Plant,Potentilla diversifolia var. perdissecta,"Mountainmeadow Cinquefoil, Mountain-Meadow Cinquefoil",
4964,Vascular Plant,Chenopodium botrys,"Jerusalem Oak, Jerusalem Oak Goosefoot, Jerusalem-Oak",
3417,Vascular Plant,Artemisia frigida,"Fringed Sagebrush, Fringed Sagewort, Prairie Sagewort",
4947,Vascular Plant,Raphanus sativus,"Cultivated Radish, Garden Radish, Radish, Wild Radish",
1371,Vascular Plant,Mimosa quadrivalvis var. angustata,"Little-Leaf Sensitive-Briars, Sesitive-Brier, Catclaw",
3145,Bird,Centrocercus urophasianus,"Greater Sage Grouse, Greater Sage-Grouse, Sage Grouse",
4015,Vascular Plant,Salix planifolia,"Diamondleaf Willow, Plainleaf Willow, Tea-Leaf Willow",
4130,Vascular Plant,Cyperus squarrosus,"Awned Flat Sedge, Bearded Flatsedge, Bearded Nutgrass",
3864,Vascular Plant,Oxytropis parryi,"Parry Pointvetch, Parry's Crazyweed, Parry's Oxytrope",
5353,Vascular Plant,Veratrum californicum var. californicum,"California False Hellebore, California Falsehellebore",
3806,Vascular Plant,Phyllodoce empetriformis,"Mountain Heath, Pink Mountainheath, Red Mountainheath",
36,Mammal,Myotis leibii,"Eastern Small-Footed Bat, Eastern Small-Footed Myotis",Species of Concern
5007,Vascular Plant,Lewisia nevadensis,"Nevada Bitterroot, Nevada Bitter-Root, Nevada Lewisia",
3963,Vascular Plant,Plantago elongata,"Longleaf Plantain, Prairie Plantain, Slender Plantain",
3594,Vascular Plant,Nemophila breviflora,"Baby Blueeyes, Basin Nemophila, Great Basin Blue-Eyes",
4762,Vascular Plant,Erigeron inornatus var. inornatus,"California Rayless Daisy, California Rayless Fleabane",
1793,Vascular Plant,Hypericum mitchellianum,"Blue Ridge St. John's-Wort, Mitchell's St.John's-Wort",
3904,Vascular Plant,Lamium amplexicaule,"Common Henbit, Giraffehead, Henbit, Henbit Deadnettle",
5805,Vascular Plant,Saxifraga mertensiana,"Merten's Saxifrage, Wood Saxifrage, Woodland Saxifrage",
3979,Vascular Plant,Fritillaria atropurpurea,"Leopard Lily, Spotted Fritillary, Spotted Missionbells",
3517,Vascular Plant,Senecio hydrophilus,"Alkali Marsh Groundsel, Water Groundsel, Water Ragwort",
5237,Vascular Plant,Monardella lanceolata,"Mustang Mint, Mustang Monardella, Mustang Mountainbalm",
2429,Vascular Plant,Ranunculus allegheniensis,"Allegheny Early Buttercup, Allegheny Mountain Crowfoot",
3721,Vascular Plant,Stellaria crispa,"Crisp Starwort, Crispleaved Chickweed, Curled Starwort",
3150,Bird,Gavia immer,"Common Loon, Great Northern Diver, Great Northern Loon",Species of Concern
1193,Vascular Plant,Sambucus racemosa,"European Red Elder, Red Elderberry, Scarlet Elderberry",
5186,Vascular Plant,Trifolium microcephalum,"Littlehead Clover, Smallhead Clover, Small-Head Clover",
2550,Vascular Plant,Rubus odoratus,"Purple Flowering Raspberry, Purple-Flowering Raspberry",
4695,Vascular Plant,Agoseris heterophylla,"Annual Agoseris, Annual Goatsbeard, Mountain Dandelion",
3779,Vascular Plant,Sambucus racemosa var. melanocarpa,"Black Elderberry, Red Elderberry, Rocky Mountain Elder",
1768,Vascular Plant,Acalypha gracilens,"Narrow-Leaved Three-Seeded Mercury, Slender Copperleaf",
4793,Vascular Plant,Hieracium scouleri,"Houndstongue Hawkweed, Scouler's Woollyweed, Woolyweed",
4829,Vascular Plant,Senecio flaccidus var. douglasii,"Douglas' Groundsel, Douglas' Ragwort, Douglas' Senecio",
3807,Vascular Plant,Pterospora andromedea,"Giant Bird's Nest, Giant Pinedrops, Woodland Pinedrops",
4137,Vascular Plant,Eleocharis rostellata,"Beaked Spikerush, Beaked Spike-Rush, Beaked Spikesedge",
5360,Vascular Plant,Hypericum anagalloides,"Creeping St. Johnswort, Tinker's Penny, Tinker's-Penny",
4907,Vascular Plant,Phacelia tanacetifolia,"Facelia, Fiddleneck, Lacy Phacelia, Lacy Scorpion-Weed",
5415,Vascular Plant,Epilobium ciliatum,"Fringed Willowherb, Hairy Willowherb, Hairy Willowweed",
3573,Vascular Plant,Cryptantha ambigua,"Basin Cryptantha, Wickes Cryptantha, Wilkes Cryptantha",
5767,Vascular Plant,Arceuthobium occidentale,"Digger Pine Dwarf Mistletoe, Gray Pine Dwarf Mistletoe",
717,Vascular Plant,Platanthera psycodes,"Small Purple-Fringe Orchis, Small Purple-Fringed Orchid",
4146,Vascular Plant,Scirpus microcarpus,"Panicled Bulrush, Red-Tinge Bulrush, Smallfruit Bulrush",
3075,Mammal,Sorex palustris,"American Water Shrew, Northern Water Shrew, Water Shrew",
3787,Vascular Plant,Dipsacus fullonum,"Common Teasel, Fuller's Teasel, Teasel, Venuscup Teasle",
3799,Vascular Plant,Arctostaphylos uva-ursi,"Bearberry, Bearberry Manzanita, Kinnikinnick, Mealberry",
5632,Vascular Plant,Poa secunda,"Big Bluegrass, Sandberg Bluegrass, Sandberg's Bluegrass",
3770,Vascular Plant,Paxistima myrsinites,"Boxleaf, Boxleaf Myrtle, Mountain Lover, Oregon Boxleaf",
4306,Vascular Plant,Cystopteris fragilis,"Brittle Bladder Fern, Brittle Bladderfern, Fragile Fern",
5267,Vascular Plant,Castilleja nana,"Dwarf Alpine Indian Paintbrush, Dwarf Alpine Paintbrush",
5714,Vascular Plant,Amelanchier utahensis,"Utah Serviceberry, Utah Shadberry, Western Serviceberry",
1336,Vascular Plant,Desmodium nudiflorum,"Bare-Stemmed Tick-Treefoil, Naked-Flowered Tick-Trefoil",
4435,Vascular Plant,Saxifraga rivularis,"Alpine Brook Saxifrage, Pygmy Saxifrage, Weak Saxifrage",
4763,Vascular Plant,Erigeron peregrinus,"Subalpine Fleabane, Wandering Daisy, Wandering Fleabane",
1610,Vascular Plant,Stachys tenuifolia,"Slender Betony, Smooth Hedgenettle, Smooth Hedge-Nettle",
5357,Vascular Plant,Chamaesyce serpyllifolia ssp. serpyllifolia,"Thymeleaf Sandmat, Thyme-Leaf Sandmat, Thymeleaf Spurge",
3605,Vascular Plant,Berteroa incana,"Hoary Alyssum, Hoary False Alyssum, Hoary False Madwort",
4864,Vascular Plant,Cryptantha muricata,"Pointed Catseye, Pointed Cryptantha, Prickly Cryptantha",
3672,Vascular Plant,Atriplex argentea,"Silverscale, Silverscale Saltbush, Silverscale Saltweed",
1728,Vascular Plant,Trillium cuneatum,"Little Sweet Trillium, Sessile-Flowered Maroon Trillium",
3970,Vascular Plant,Veronica biloba,"Bilobed Speedwell, Twolobe Speedwell, Twolobed Speedwell",
3603,Vascular Plant,Barbarea orthoceras,"American Yellowrocket, Erectpod Wintercress, Wintercress",
3039,Mammal,Myotis californicus,"California Myotis, California Myotis, Californian Myotis",Species of Concern
1900,Vascular Plant,Oenothera laciniata,"Cut-Leaved Evening Primrose, Cut-Leaved Evening-Primrose",
3515,Vascular Plant,Senecio crassulus,"Meadow Groundsel, Thickleaf Groundsel, Thickleaf Ragwort",
410,Reptile,Apalone spinifera spinifera,"Eastern Spiny Softshell, Northern Spiny Softshell Turtle",
5401,Vascular Plant,Circaea alpina ssp. pacifica,"Small Enchanter Nightshade, Small Enchanter's Nightshade",
3768,Vascular Plant,Parnassia palustris var. montanensis,"Mountain Grass Of Parnassus, Northern Grass-Of-Parnassus",
5083,Vascular Plant,Pyrola asarifolia,"Bog Wintergreen, Liverleaf Wintergreen, Pink Wintergreen",
5332,Vascular Plant,Verbena hastata,"Blue Verbena, Blue Vervain, Simpler's-Joy, Swamp Verbena",
79,Mammal,Blarina brevicauda,"Northern Short Tailed Shrew, Northern Short-Tailed Shrew",
4058,Vascular Plant,Oxalis violacea,"Purple Woodsorrel, Violet Woodsorrel, Violet Wood-Sorrel",
4350,Vascular Plant,Thalictrum venulosum,"Veiny Meadowrue, Veiny Meadow-Rue, Veiny-Leaf Meadow-Rue",
3709,Vascular Plant,Silene antirrhina,"Catchfly, Sleepy Campion, Sleepy Catchfly, Sleepy Silene",
5275,Vascular Plant,Orobanche uniflora,"Naked Broomrape, Naked Broom-Rape, Oneflowered Broomrape",
1112,Vascular Plant,Claytonia virginica,"Narrow-Leaved Spring Beauty, Narrow-Leaved Spring-Beauty",
5638,Vascular Plant,Setaria pumila,"Cattail Grass, Yellow Bristle Grass, Yellow Bristlegrass",
1045,Vascular Plant,Draba brachycarpa,"Short-Fruited Whitlow Grass, Short-Fruited Whitlow-Grass",
4399,Vascular Plant,Arceuthobium americanum,"American Dwarf Mistletoe, Lodgepole Pine Dwarf Mistletoe",
714,Vascular Plant,Platanthera grandiflora,"Large Purple-Fringe Orchis, Larger Purple-Fringed Orchid",
3889,Vascular Plant,Galium triflorum,"Fragrant Bedstraw, Sweet Bedstraw, Sweetscented Bedstraw",
3444,Vascular Plant,Crepis modocensis,"Common Hawksbeard, Modoc Hawksbeard, Siskiyou Hawksbeard",
5590,Vascular Plant,Elymus trachycaulus ssp. subsecundus,"Bearded Wheatgrass, Slender Wheatgrass, Slender Wild Rye",
